Number of planted biclusters: 52
Bicluster coverage: 12.922558922558922%
Missing values on dataset: 0.0%
Noise values on dataset: 2.5016835016835017%
Errors on dataset: 0.7037037037037037%


Bicluster #0 (75, 4)
Rows=[12,25,34,52,59,71,74,83,88,91,92,96,106,112,116,122,125,132,133,138,169,211,214,215,224,236,240,245,247,253,259,260,271,283,291,295,299,305,328,333,338,346,357,359,388,400,413,414,417,422,431,432,448,450,460,466,476,492,506,507,510,513,534,573,577,578,579,593,594,602,611,618,626,628,645], Columns=[43,73,77,142], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=6.67, %Errors=6, PlaidCoherency=Additive

X	y43	y73	y77	y142
x551	-83.9	-0.76	-42.64	6.91
x555	-20.81	84.15	-42.64	77.29
x561	-83.9	84.15	-42.64	35.84
x606	-83.9	-23.96	-42.64	-18.66
x616	-83.9	84.15	-42.64	77.29
x626	-83.9	84.15	81.7	28.38
x647	23.46	100	-42.64	77.29
x648	-75.26	89.84	-42.64	77.29
x649	96.28	84.15	-42.64	-9.24

Bicluster #23 (68, 4)
Rows=[14,53,74,80,81,82,109,125,135,146,152,159,161,171,177,182,194,197,218,236,255,259,269,288,293,297,303,307,330,335,336,338,344,345,350,351,366,373,380,404,444,447,453,461,487,489,503,513,514,515,526,532,534,536,539,554,572,596,604,609,624,626,630,642,645,650,654,656], Columns=[98,108,143,158], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=10.66, %Errors=5.51, PlaidCoherency=Additive

X	y98	y108	y143	y158
x14	23.48	98.32	-31.37	-2.93
x53	-60.57	98.32	-31.37	-2.93
x74	23.48	98.32	-31.37	-2.93
x80	23.48	98.32	-31.37	-2.93
x81	23.48	98.32	-31.37	-2.93
x82	23.48	-50.77	-73.89	95.44
x109	23.48	98.32	-31.37	-2.93
x125	23.48	98.32	-31.37	-2.93
x135	23.48	98.32	-31.37	-2.93
x146	23.48	98.32	-31.37	-2.93
x152	23.48	100	-31.37	-2.93
x159	23.48	98.32	-31.37	-2.93
x161	-23.56	98.32	-31.37	-2.93
x171	23.48	98.32	-31.37	89.85
x177	23.48	98.32	-31.37	-2.93
x182	23.48	98.32	-31.37	-2.93
x194	23.48	98.32	-31.37	-2.93
x197	23.48	98.32	-31.37	-2.93
x218	23.48	98.32	-31.37	-2.93
x236	79.96	98.32	-31.37	-2.93
x255	23.48	98.32	-31.37	-81.8
x259	23.48	98.32	-31.37	-94.57
x269	23.48	98.32	-31.37	-62.37
x288	23.48	98.32	-96.39	-2.93
x293	23.48	98.32	-31.37	-2.93
x297	23.48	98.32	-31.37	-2.93
x303	-71.24	98.32	-31.37	-2.93
x307	23.48	98.32	-31.37	-22.94
x330	23.48	100	-87.13	-2.93
x335	30.25	98.32	-31.37	-2.93
x336	23.48	98.32	-31.37	-59.09
x338	23.48	98.32	-31.37	-27.55
x344	23.48	42.08	-31.37	-2.93
x345	23.48	98.32	-31.37	-2.93
x350	23.48	98.32	-31.37	-2.93
x351	23.48	98.32	-31.37	-2.93
x366	-39.16	98.32	-31.37	-2.93
x373	23.48	98.32	-31.37	-2.93
x380	100	84.06	-31.37	-2.93
x404	49.87	98.32	-31.37	-2.93
x444	23.48	-28.08	61.62	-2.93
x447	23.48	98.32	-31.37	-2.93
x453	23.48	98.32	-31.37	-2.93
x461	23.48	98.32	-31.37	-2.93
x487	23.48	-47.97	-31.37	-2.93
x489	23.48	98.32	-31.37	-2.93
x503	23.48	98.32	-31.37	-2.93
x513	23.48	98.32	-31.37	-2.93
x514	23.48	98.32	78.32	-2.93
x515	-97.05	98.32	-31.37	-2.93
x526	23.48	98.32	-31.37	-2.93
x532	23.48	-50.28	-31.37	-2.93
x534	23.48	98.32	-31.37	-76.95
x536	23.48	98.32	-31.37	-2.93
x539	-28.92	83.89	-31.37	-2.93
x554	23.48	98.32	-31.37	-2.93
x572	23.48	98.32	-31.37	-2.93
x596	-73.79	98.32	-31.37	-2.93
x604	23.48	100	-31.37	-2.93
x609	23.48	100	-31.37	93.41
x624	23.48	100	-31.37	-2.93
x626	23.48	98.32	-31.37	-2.93
x630	23.48	98.32	-31.37	-2.93
x642	41.24	98.32	-31.37	-2.93
x645	9.77	32.02	25.99	-2.93
x650	23.48	-30.72	83.95	-2.93
x654	23.48	98.32	-31.37	-2.93
x656	23.48	98.32	-31.37	-2.93

Bicluster #24 (74, 4)
Rows=[2,15,17,35,41,57,84,90,92,97,115,116,140,146,156,159,162,163,164,167,176,191,192,193,206,213,227,233,238,242,249,251,288,290,293,308,310,311,314,319,327,335,356,366,373,374,392,398,402,403,427,429,432,472,480,481,494,506,531,541,551,554,564,567,573,576,582,604,615,617,635,639,642,658], Columns=[33,68,70,159], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=35.81, %Errors=3.04, PlaidCoherency=Additive

X	y33	y68	y70	y159
x2	74.71	81.07	-48.83	-20.28
x15	74.71	49.98	31.33	-100
x17	74.71	73.69	31.33	-20.28
x35	-3.1	73.69	31.33	-20.28
x41	74.71	73.69	62.43	-20.28
x57	73.9	49.31	31.33	-20.28
x84	74.71	73.69	31.33	-20.28
x90	74.71	73.69	-5.41	-20.28
x92	100	-50.91	31.33	-13.26
x97	13.97	29.15	31.33	-20.28
x115	74.71	100	31.33	-27.27
x116	100	100	31.33	-20.28
x140	74.71	100	74.97	77.61
x146	74.71	73.69	31.33	69.75
x156	74.71	73.69	31.33	-20.28
x159	74.71	73.69	3.05	18.54
x162	100	73.69	31.33	-10.04
x163	74.71	73.69	31.33	-97.96
x164	74.71	-75.53	31.33	-20.28
x167	74.71	73.69	31.33	-20.28
x176	74.71	49.85	31.33	-20.28
x191	100	58.53	100	-59.13
x192	74.71	73.69	31.33	-20.28
x193	74.71	73.69	31.33	-71.9
x206	74.71	73.69	31.33	-44.1
x213	74.71	73.69	12.49	8.16
x227	74.71	-3.73	31.33	-20.28
x233	0.23	73.69	100	58.9
x238	74.71	73.69	100	-82.12
x242	32.08	73.69	91.06	-53.38
x249	74.71	73.69	74.83	3.36
x251	74.71	73.69	-68.12	97.96
x288	10.49	73.69	17.76	-20.28
x290	100	73.69	-4.44	-20.28
x293	74.71	100	31.33	-20.28
x308	74.71	100	31.33	-20.28
x310	100	-15.87	8.91	-20.28
x311	-10.69	73.69	31.33	-30.98
x314	100	59.13	-29.48	-20.28
x319	70.98	44.17	31.33	-20.28
x327	74.71	-16.5	31.33	-20.28
x335	100	73.69	31.33	-20.28
x356	78	73.69	31.61	75.4
x366	74.71	73.69	31.33	61.27
x373	74.71	73.69	31.33	-20.28
x374	74.71	53.75	-3.22	-20.28
x392	90.82	73.69	-17.19	-20.28
x398	81.43	73.69	31.33	-20.28
x402	74.71	73.69	38.71	-20.28
x403	74.71	73.69	-54.99	-20.28
x427	65.6	73.69	31.33	-20.28
x429	74.71	73.69	100	-80.88
x432	86.31	5.07	31.33	-20.28
x472	74.71	73.69	29.75	-20.28
x480	74.71	73.69	31.33	-20.28
x481	74.71	100	12.8	25.26
x494	100	73.69	-6.72	-20.28
x506	74.71	100	31.33	-20.28
x531	100	73.69	31.33	-2.95
x541	74.71	100	54.65	-20.28
x551	74.71	73.69	31.33	-20.28
x554	74.71	73.69	31.33	-20.28
x564	8.02	73.69	31.33	-13.03
x567	74.71	73.69	31.33	-20.28
x573	74.71	100	31.33	-20.28
x576	74.71	73.69	52.71	-21.43
x582	74.71	73.69	-42.27	82.28
x604	100	100	-43.78	-20.28
x615	95.7	100	31.33	-31.77
x617	74.71	73.69	31.33	-85.74
x635	74.71	73.69	31.33	-20.28
x639	79.06	73.69	31.33	-20.28
x642	-11.2	100	87.22	-20.28
x658	71.61	100	31.33	-20.28

Bicluster #25 (76, 4)
Rows=[1,6,7,10,17,59,90,91,96,98,113,115,131,140,142,150,151,158,160,166,181,184,186,199,210,231,233,240,242,244,245,246,253,267,272,276,277,292,316,336,345,350,372,381,385,396,426,438,467,473,478,482,484,492,508,517,519,530,536,554,564,571,575,580,590,599,600,617,620,631,639,642,643,653,657,659], Columns=[34,118,120,146], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=39.47, %Errors=2.3, PlaidCoherency=Additive

X	y34	y118	y120	y146
x1	-93.98	-94.2	-77.24	100
x6	-5.77	-42.35	-16.19	31.72
x7	-100	-42.35	-100	4.71
x10	-78.37	-100	-61.37	100
x17	-100	-97.49	6.79	62.3
x59	-78.37	8.34	52.47	90.25
x90	-75.29	-42.35	-61.62	3.62
x91	-53.09	-42.35	-84.57	-3.05
x96	-25.47	33.19	-77.24	90.25
x98	-3.27	-58.77	-41.97	90.25
x113	-78.37	-42.35	-77.24	90.25
x115	-66.21	-42.35	-77.24	90.25
x131	-100	-42.35	-77.24	90.25
x140	-78.37	45.73	-45.42	90.25
x142	-78.37	-100	-77.24	86.63
x150	-78.37	-42.35	-25.9	90.25
x151	-96.44	-42.35	-53.77	90.25
x158	-9.71	-42.35	-63.52	90.25
x160	-78.37	-42.35	-77.24	81.56
x166	-100	-42.35	-77.24	90.25
x181	-78.37	-42.35	-77.24	90.25
x184	-100	-42.35	-77.24	90.25
x186	-78.37	-42.35	-77.24	90.25
x199	-52.71	-77.03	-77.24	67.18
x210	-40.55	-42.35	-77.24	90.25
x231	-100	-51.16	-77.24	4.1
x233	-37.99	-42.35	-100	90.25
x240	-78.37	75.14	-77.24	5.1
x242	-78.37	32.78	-100	90.25
x244	-78.37	-42.35	-77.24	35.04
x245	-78.37	-66.33	-77.24	90.25
x246	-2.01	-100	-77.24	90.25
x253	-78.37	-42.35	-77.24	90.25
x267	-0.71	32.74	-77.24	58.47
x272	-100	-42.35	-32.54	90.25
x276	0.39	-42.35	-77.24	90.25
x277	-100	-51.65	-100	90.25
x292	-100	-42.35	-77.24	90.25
x316	-78.37	-42.35	-77.24	90.25
x336	-78.37	-42.35	-100	90.25
x345	-100	2.65	-77.24	100
x350	-100	-42.35	-81.04	90.25
x372	-54.96	88.83	-77.24	90.25
x381	-78.37	-42.35	-100	58.09
x385	-78.37	-42.35	-77.24	90.25
x396	-9.12	-42.35	-77.24	90.25
x426	-78.37	-42.35	-57.25	100
x438	-31.43	-42.35	-77.24	56.94
x467	-100	68.82	-77.24	69.02
x473	-14.2	-42.35	-100	90.25
x478	-28.63	-66.24	-77.24	90.25
x482	-100	-42.35	-77.24	90.25
x484	-78.37	-2.92	-2.06	90.25
x492	-100	-42.35	-77.24	90.25
x508	-78.37	-42.35	-77.24	100
x517	-78.37	-64.75	-77.24	90.25
x519	-99.13	-42.35	-100	70.32
x530	-78.37	-42.35	-77.24	90.25
x536	-78.37	-42.35	3.66	90.25
x554	-78.37	-42.35	-77.24	41.97
x564	-78.37	-42.35	-88.62	90.25
x571	-0.05	-42.35	-3.76	100
x575	-100	44.53	-77.24	90.25
x580	-78.37	-42.35	42.21	90.25
x590	-78.37	-42.35	-77.24	90.25
x599	-78.37	98.83	-77.24	82.32
x600	-76.86	-64.73	-77.24	90.25
x617	-78.37	22.28	-77.24	51.26
x620	-78.37	-42.35	-77.24	90.25
x631	-78.37	-42.35	-77.24	100
x639	-43.42	-42.35	-77.24	100
x642	-66.84	-78.77	-98.25	90.25
x643	-78.37	-42.35	-77.24	83.7
x653	-12.07	39.7	-77.24	24.61
x657	-78.37	-42.35	-77.24	90.25
x659	-78.37	-42.35	-79.11	90.25

Bicluster #26 (81, 4)
Rows=[22,24,30,41,42,48,49,56,57,60,66,72,84,87,95,102,105,112,116,122,129,144,147,165,182,183,190,191,209,210,212,215,219,221,224,233,238,246,252,262,295,305,320,326,330,357,366,376,388,419,421,445,462,473,492,496,504,512,515,525,527,534,537,541,546,547,548,552,558,564,574,592,600,609,614,616,624,634,635,651,653], Columns=[1,38,102,173], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=14.2, %Errors=4.01, PlaidCoherency=Additive

X	y1	y38	y102	y173
x22	-18.06	40.22	-47.84	14.83
x24	-18.06	40.22	-47.84	14.83
x30	-18.06	40.22	-47.84	14.83
x41	-18.06	-47.34	-47.84	14.83
x42	-18.06	40.22	-68.24	14.83
x48	-18.06	40.22	-6.54	14.83
x49	-18.06	47.41	-47.84	14.83
x56	4.9	81.36	-47.84	14.83
x57	-18.06	-33.17	-100	14.83
x60	86.41	100	98.79	14.83
x66	36.4	40.22	-47.84	14.83
x72	-18.06	40.22	-47.84	-56.43
x84	-18.06	40.22	-47.84	62.6
x87	-18.06	40.22	-47.84	14.83
x95	-18.06	40.22	-47.84	14.83
x102	-18.06	40.22	-47.84	14.83
x105	79.1	40.22	-15.81	14.83
x112	-18.06	40.22	-47.84	14.83
x116	-18.06	40.22	-47.84	14.83
x122	-70.1	40.22	-47.84	14.83
x129	-18.06	40.22	-47.84	14.83
x144	-18.06	40.22	-47.84	14.83
x147	-18.06	40.22	47.36	-79.72
x165	-18.06	40.22	-47.84	14.83
x182	-18.06	40.22	-47.84	14.83
x183	82.83	40.22	-23.13	14.83
x190	-18.06	40.22	-47.84	14.83
x191	-18.06	-67.87	-47.84	14.83
x209	-18.06	40.22	-47.84	14.83
x210	-18.06	40.22	-47.84	14.83
x212	-18.06	40.22	21.83	78.76
x215	-18.06	40.22	-47.84	14.83
x219	-18.06	40.22	-47.84	14.83
x221	-18.06	40.22	-47.84	14.83
x224	-18.06	40.22	-47.84	14.83
x233	-18.06	40.22	-47.84	14.83
x238	-18.06	40.22	39.25	14.83
x246	-18.06	40.22	-79.19	14.83
x252	-18.06	40.22	-47.84	14.83
x262	3.79	40.22	-47.84	14.83
x295	-18.06	40.22	-100	14.83
x305	86.29	40.22	-47.84	14.83
x320	-18.06	40.22	-47.84	14.83
x326	-18.06	12.13	-47.84	14.83
x330	-18.06	74.73	-47.84	-89.88
x357	-18.06	40.22	-47.84	50.91
x366	-18.06	40.22	-82.53	14.83
x376	-18.06	40.22	-4.07	14.83
x388	-18.06	40.22	-47.84	-91.55
x419	-18.06	40.22	-47.84	14.83
x421	-18.06	40.22	-99.49	14.83
x445	-18.06	40.22	-47.84	68.51
x462	-18.06	40.22	-47.84	14.83
x473	-34.16	40.22	-47.84	-48.58
x492	-18.06	40.22	-47.84	14.83
x496	-18.06	40.22	-47.84	14.83
x504	-18.06	40.22	-47.84	14.83
x512	-18.06	33.12	-47.84	14.83
x515	-18.06	11.62	-47.84	14.83
x525	-18.06	40.22	-47.84	14.83
x527	-18.06	100	-47.84	14.83
x534	-18.06	40.22	-47.84	-18.63
x537	-18.06	40.22	-47.84	14.83
x541	-18.06	40.22	-47.84	14.83
x546	-18.06	40.22	32.44	66.16
x547	62.86	40.22	-29.92	14.83
x548	-18.06	-83.12	-47.84	-63.15
x552	-18.06	40.22	97.84	14.83
x558	-18.06	40.22	-47.84	14.83
x564	-18.06	-71.47	-47.84	14.83
x574	-18.06	51.47	-47.84	-27.61
x592	-18.06	40.22	-47.84	31.63
x600	-18.06	40.22	-47.84	14.83
x609	-18.06	40.22	-47.84	14.83
x614	-18.06	40.22	-47.84	-54.06
x616	-18.06	90.07	-47.84	14.83
x624	-18.06	40.22	8.64	14.83
x634	-18.06	-13.88	-47.84	14.83
x635	-18.06	40.22	-47.84	14.83
x651	-18.06	40.22	-47.84	14.83
x653	-18.06	40.22	-47.84	14.83

Bicluster #27 (76, 4)
Rows=[2,5,15,18,20,26,39,41,44,48,51,56,69,81,94,103,109,118,129,130,135,140,151,153,160,168,171,177,186,187,188,191,197,205,213,221,231,247,253,259,272,286,290,321,350,353,377,380,403,414,442,444,453,457,458,472,486,493,508,516,546,561,589,592,598,601,606,612,617,631,638,640,641,650,652,658], Columns=[17,24,161,176], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=25.99, %Errors=1.97, PlaidCoherency=Additive

X	y17	y24	y161	y176
x2	-68.49	-78.74	-88.91	-44.94
x5	-68.49	100	-88.91	19.94
x15	-68.49	68.3	-88.91	-44.94
x18	-68.49	68.3	-100	8.7
x20	-68.49	68.3	41.33	-77.76
x26	-68.49	68.3	-12.32	-44.94
x39	-100	68.3	-88.91	-44.94
x41	-68.49	-4.51	-88.91	-44.94
x44	-68.49	68.3	-100	-44.94
x48	-68.49	68.3	-88.91	1.77
x51	-68.49	40.24	-85.85	-44.94
x56	-68.49	37.99	-88.91	-44.94
x69	-11.69	68.3	-88.91	-41.8
x81	-68.49	68.3	-88.91	-44.94
x94	-68.49	71.46	-100	-44.94
x103	-36.58	68.3	-88.91	14.77
x109	-68.49	68.3	-88.91	-44.94
x118	-68.49	68.3	-88.91	-44.94
x129	-68.49	68.3	-88.91	-44.94
x130	-68.49	18.72	-88.91	-44.94
x135	-68.49	84.33	-88.91	-50.11
x140	-94.43	68.3	-88.91	-44.94
x151	-100	68.3	-88.91	-44.94
x153	-68.49	68.3	-100	-44.94
x160	-68.49	100	-88.91	-64.93
x168	-68.49	68.3	-88.91	-44.94
x171	-68.49	68.3	-88.91	-44.94
x177	-68.49	68.3	-88.91	-44.94
x186	71.33	68.3	-88.91	-44.94
x187	-68.49	68.3	-41.58	-44.94
x188	-68.49	76.07	-88.91	-82.44
x191	-40.74	68.3	-38.85	-44.94
x197	-68.49	68.3	-88.91	-7.26
x205	-68.49	68.3	-100	-44.94
x213	-68.49	68.3	-100	-44.94
x221	-68.49	68.3	-88.91	-44.94
x231	76.01	68.3	-89.23	-44.94
x247	-68.49	68.3	-100	2.75
x253	-100	100	-88.91	-44.94
x259	-68.49	68.3	-88.91	-44.94
x272	-68.49	68.3	-88.91	-44.94
x286	-97.86	-20.48	-88.91	43.91
x290	-2.53	68.3	-88.91	-63.01
x321	-68.49	68.3	-88.91	-44.94
x350	-68.49	68.3	-100	-44.94
x353	-100	68.3	-51.08	-44.94
x377	-68.49	31.19	-81.45	-44.94
x380	-68.49	51.26	-88.91	-44.94
x403	-66.21	100	-88.91	-36.28
x414	-100	68.3	-88.91	-100
x442	-68.49	-0.59	-100	-44.94
x444	-68.49	68.3	-47.38	-44.94
x453	-68.49	68.3	77.84	-44.94
x457	-68.49	-5.09	-81.64	-44.94
x458	-68.49	68.3	-88.91	-44.94
x472	-68.49	68.3	-88.91	-44.94
x486	-68.49	68.3	-88.91	28.59
x493	-68.49	68.3	-88.91	-44.94
x508	-68.49	68.3	-88.91	-98.89
x516	-68.49	68.3	-88.91	-44.94
x546	-68.49	68.3	-88.91	-44.94
x561	-68.49	73.31	-100	-44.94
x589	-68.49	68.3	-88.91	-73.77
x592	-68.49	-14.67	-88.91	12.08
x598	-68.49	68.3	-88.91	-44.94
x601	-100	68.3	-88.91	-44.94
x606	-68.49	68.3	-100	-44.94
x612	-68.49	68.3	-88.91	84.16
x617	-68.49	68.3	-88.91	-44.94
x631	-100	68.3	-88.91	-44.94
x638	-68.49	20.45	-88.91	-44.94
x640	20.36	68.3	-100	-44.94
x641	-68.49	68.3	-100	-44.94
x650	-71.95	68.3	-72.02	-44.94
x652	-58.47	68.3	-88.91	-44.94
x658	17.08	68.3	-88.91	-44.94

Bicluster #28 (75, 4)
Rows=[0,53,67,76,79,82,86,90,103,105,109,115,117,118,120,125,126,140,142,147,161,169,173,185,200,206,208,215,224,235,252,254,292,301,318,322,324,326,332,338,367,371,377,381,402,405,406,407,413,422,425,426,437,439,442,450,452,453,491,499,507,510,521,531,552,571,580,582,584,586,591,623,641,644,654], Columns=[7,29,169,175], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=23.33, %Errors=7, PlaidCoherency=Additive

X	y7	y29	y169	y175
x0	-96.36	57.09	60.18	-88.8
x53	-99.79	-52.79	60.18	-10.3
x67	18.8	57.09	60.18	-10.3
x76	18.8	99.03	60.18	-10.3
x79	18.8	57.09	96.55	-10.3
x82	18.8	57.09	60.18	-10.3
x86	18.8	-64.91	-4.92	-10.3
x90	18.8	84.22	86	-40.46
x103	9.77	57.09	100	-10.3
x105	18.8	57.09	60.18	-10.3
x109	-46.51	12.62	60.18	-10.3
x115	18.8	-96.67	60.18	48.18
x117	18.8	57.09	60.18	97.1
x118	18.8	57.09	-4.98	-10.3
x120	56.49	57.09	60.18	-10.3
x125	96.49	57.09	60.18	-10.3
x126	18.8	3.82	60.18	-10.3
x140	81.24	57.09	60.18	-10.3
x142	18.8	57.09	60.18	32.27
x147	18.8	-91.89	60.18	-10.3
x161	18.8	57.09	60.18	-10.3
x169	18.8	57.09	60.18	-10.3
x173	18.8	57.09	60.18	-10.3
x185	18.8	4.56	60.18	-10.3
x200	18.8	-66.99	60.18	-10.3
x206	18.8	100	60.18	-69.61
x208	18.8	84.49	60.18	-10.3
x215	18.8	32.12	-88.99	-10.3
x224	18.8	27.64	60.18	-10.3
x235	18.8	60.96	-9.79	-10.3
x252	18.8	-6.48	60.18	89.5
x254	18.8	57.09	60.18	-10.3
x292	-20.34	57.09	60.18	-10.3
x301	18.8	32.03	60.18	-10.3
x318	18.8	2.02	60.18	-10.3
x322	-52.83	57.09	60.18	-10.3
x324	18.8	100	60.18	77.29
x326	18.8	57.09	60.18	-70.15
x332	42.37	-19.29	60.18	-10.3
x338	18.8	57.09	100	-10.3
x367	18.8	57.09	60.18	-10.3
x371	18.8	57.09	60.18	-10.3
x377	18.8	57.09	60.18	-10.3
x381	18.8	-82.91	100	-10.3
x402	18.8	57.09	60.18	-10.3
x405	18.8	57.09	100	-10.3
x406	18.8	57.09	60.18	-10.3
x407	84.23	57.09	60.18	-10.3
x413	18.8	57.09	60.18	-10.3
x422	18.8	57.09	-14.44	4.75
x425	18.8	57.09	60.18	-42.62
x426	-72.09	57.09	-10.22	-10.3
x437	18.8	57.09	59.13	-10.3
x439	18.8	57.09	100	-80.87
x442	18.8	57.09	60.18	-10.3
x450	-72.88	57.09	60.18	-2.8
x452	7.1	35.72	10.59	-10.3
x453	18.8	57.09	60.18	-48.38
x491	18.8	-33.19	60.18	-10.3
x499	17.76	57.09	60.18	-10.3
x507	18.8	100	60.18	-10.3
x510	18.8	89.88	60.18	-10.3
x521	18.8	100	81.57	-10.3
x531	18.8	57.09	-64.27	-50.7
x552	-17.94	-75.77	60.18	-10.3
x571	18.8	57.09	60.18	-98.52
x580	18.8	-67.3	60.18	-62.48
x582	-98.53	57.09	60.18	-10.3
x584	-62.23	57.09	60.18	-10.3
x586	18.8	57.09	60.18	-10.3
x591	-69.07	100	60.18	-10.3
x623	18.8	15.3	-58.18	-10.3
x641	18.8	57.09	-20.08	-10.3
x644	-47	-0.72	60.18	-41.12
x654	18.8	-82.82	-49.63	74.33

Bicluster #29 (72, 4)
Rows=[9,18,19,37,52,53,55,57,68,70,73,76,112,125,126,139,144,161,167,175,176,185,194,208,225,229,237,248,264,285,299,310,314,318,322,334,340,352,353,360,366,378,399,404,412,441,442,446,470,477,480,481,492,500,501,502,512,522,530,537,540,554,568,575,576,613,615,616,633,640,652,655], Columns=[11,57,163,165], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=3.82, %Errors=0, PlaidCoherency=Additive

X	y11	y57	y163	y165
x9	-85.55	22.27	5.84	-76.99
x18	-85.55	-47.04	5.84	-76.99
x19	-85.55	-47.04	5.84	-76.99
x37	-85.55	-47.04	5.84	-76.99
x52	-85.55	-47.04	5.84	-76.99
x53	-85.55	-47.04	5.84	-76.99
x55	-85.55	-47.04	5.84	-76.99
x57	-85.55	-47.04	5.84	-76.99
x68	-85.55	-47.04	5.84	-76.99
x70	-85.55	-47.04	5.84	-76.99
x73	-85.55	-47.04	5.84	-85.74
x76	-85.55	-47.04	5.84	-76.99
x112	-85.55	-47.04	5.84	-76.99
x125	-85.55	-47.04	5.84	-76.99
x126	-85.55	-47.04	5.84	-76.99
x139	-85.55	-47.04	5.84	-76.99
x144	-85.55	-47.04	5.84	-76.99
x161	-85.55	-47.04	5.84	-76.99
x167	-85.55	-47.04	5.84	-76.99
x175	-85.55	-47.04	5.84	-76.99
x176	-85.55	-47.04	5.84	-76.99
x185	-85.55	-47.04	5.84	-76.99
x194	-3.3	-47.04	5.84	-76.99
x208	-85.55	-47.04	5.84	-76.99
x225	-100	-47.04	5.84	-76.99
x229	-85.55	-47.04	5.84	-76.99
x237	-85.55	-47.04	5.84	-76.99
x248	-85.55	-47.04	5.84	-76.99
x264	-85.55	-47.04	5.84	-76.99
x285	-85.55	-47.04	5.84	-76.99
x299	-85.55	-47.04	5.84	-76.99
x310	-85.55	-47.04	5.84	-76.99
x314	-85.55	-47.04	5.84	-76.99
x318	-85.55	-47.04	5.84	-76.99
x322	-85.55	-47.04	5.84	-76.99
x334	-85.55	-47.04	5.84	-76.99
x340	-85.55	-47.04	5.84	-76.99
x352	-85.55	-47.04	5.84	-76.99
x353	-85.55	-47.04	84.66	-76.99
x360	-85.55	-47.04	5.84	-76.99
x366	-85.55	-47.04	-75.2	-76.99
x378	-85.55	-47.04	5.84	-76.99
x399	-85.55	-5.6	5.84	-76.99
x404	-85.55	-47.04	5.84	-76.99
x412	-85.55	-47.04	5.84	-76.99
x441	-85.55	-47.04	5.84	-76.99
x442	-85.55	-47.04	5.84	-76.99
x446	-85.55	-47.04	5.84	-76.99
x470	-85.55	-47.04	5.84	-76.99
x477	-85.55	-47.04	5.84	-76.99
x480	-85.55	-47.04	5.84	-76.99
x481	-85.55	-47.04	5.84	-76.99
x492	-16.44	-47.04	5.84	-76.99
x500	-85.55	-47.04	5.84	-76.99
x501	-85.55	-47.04	5.84	-76.99
x502	-85.55	-47.04	5.84	-76.99
x512	-85.55	-47.04	5.84	-76.99
x522	-85.55	-47.04	5.84	-76.99
x530	-85.55	-47.04	5.84	-76.99
x537	-85.55	-47.04	25.7	-76.99
x540	-85.55	-47.04	5.84	-76.99
x554	-85.55	-47.04	5.84	-76.99
x568	-85.55	18.81	5.84	-76.99
x575	-85.55	-47.04	5.84	-76.99
x576	-100	-47.04	5.84	-76.99
x613	-85.55	-47.04	5.84	-76.99
x615	-85.55	-47.04	5.84	-76.99
x616	-85.55	-47.04	5.84	-76.99
x633	-85.55	-47.04	5.84	-76.99
x640	-85.55	-47.04	5.84	-76.99
x652	-85.55	-47.04	5.84	-76.99
x655	-85.55	-47.04	5.84	-76.99

Bicluster #30 (73, 4)
Rows=[1,4,15,16,20,22,25,29,30,34,79,93,99,102,104,115,121,123,136,156,201,224,232,242,253,254,255,271,272,277,279,282,284,285,313,322,326,337,349,363,372,378,382,383,384,387,399,402,403,413,425,434,460,467,477,487,491,493,494,497,512,515,518,540,553,571,577,599,609,642,643,647,657], Columns=[67,76,88,113], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=13.36, %Errors=5.48, PlaidCoherency=Additive

X	y67	y76	y88	y113
x1	-85.08	-59.38	-5.23	3.31
x4	-85.08	-100	-5.23	3.31
x15	-85.08	-59.38	-5.23	3.31
x16	-85.08	-58.46	-5.23	3.31
x20	-85.08	-59.38	-5.23	3.31
x22	-85.08	29.45	-5.23	3.31
x25	23.74	-59.38	-5.23	3.31
x29	-85.08	-59.38	-5.23	3.31
x30	-85.08	-59.38	-5.23	3.31
x34	-85.08	-59.38	-5.23	3.31
x79	-100	-59.38	-5.23	3.31
x93	-85.08	50.26	-5.23	3.31
x99	-85.08	-59.38	-5.23	3.31
x102	-85.08	-59.38	27.74	8.05
x104	-85.08	-59.38	-69.41	3.31
x115	-85.08	-59.38	-5.23	3.31
x121	11.48	-59.38	-5.23	3.31
x123	-85.08	-59.38	-5.23	3.31
x136	-100	-59.38	90.76	3.31
x156	-85.08	-59.38	-5.23	3.31
x201	-85.08	-59.38	-79.31	3.31
x224	-65.71	-59.38	-5.23	3.31
x232	-85.08	-59.38	-5.23	3.31
x242	-85.08	-59.38	47.72	95.92
x253	-85.08	-59.38	-5.23	3.31
x254	-85.08	-59.38	-5.23	3.31
x255	-37.52	-59.38	-5.23	72.45
x271	-85.08	-59.38	-5.23	3.31
