X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99	y100	y101	y102	y103	y104	y105	y106	y107	y108	y109	y110	y111	y112	y113	y114	y115	y116	y117	y118	y119	y120	y121	y122	y123	y124	y125	y126	y127	y128	y129	y130	y131	y132	y133	y134	y135	y136	y137	y138	y139	y140	y141	y142	y143	y144	y145	y146	y147	y148	y149	y150	y151	y152	y153	y154	y155	y156	y157	y158	y159	y160	y161	y162	y163	y164	y165	y166	y167	y168	y169	y170	y171	y172	y173	y174	y175	y176	y177	y178	y179
x10	-24	35.48	51.47	41.13	-57.63	53.37	49.01	27.03	10.88	29	46.05	23.89	-28.09	-7.93	-5.18	-7.1	48.47	-51.1	16.98	-14.86	-22.5	-55.18	15.73	-6.8	-23.22	5.31	-99.37	-46.33	-62.68	-56	-17.65	9.09	4.56	3	-78.37	25.11	7.99	32.75	-27.27	-56.26	18.13	48.96	-7.16	73.38	-41.56	-61.36	-27.79	16.47	-60.43	20.96	-14.77	15.86	17.5	45.44	25.22	53.85	4.16	-18.09	-57.84	-13.68	14.35	23.84	-42.79	-87.79	50.08	21.97	-12.55	82.56	-21.93	-68.57	1.86	-49.7	-22.21	-25.7	34.81	-53.05	-5.3	13.02	47.49	-17.2	2.94	23.15	-8.84	-32.33	57.13	-43.62	-32.8	42.48	-66.96	22.93	6.69	-18.84	17.15	-19.23	-46.53	17.94	9.45	9.38	-10.15	14.65	36.93	-63.83	-26.84	-43.83	-6.41	-3.27	91.04	40.05	-17.81	20.73	56.32	-16.26	-6.52	2.08	42.35	24.01	-2.24	63.65	-100	15.9	-61.37	-36.82	14.22	-73.71	2.91	64.14	-5.76	-3.59	-40.65	36.78	22.35	13.61	-21.82	-8.8	-0.76	3.62	85.05	10.71	-17.48	7.54	1.72	-14.64	-33.63	18.94	-30	53.54	100	-26.65	59.18	19.7	61.67	-14.76	61.06	-10.84	47.76	-30.57	0.97	-5.11	-21.68	-1.8	35.96	5.96	72.33	20.95	20.62	43.03	-17.78	-28.2	-0.76	-18.96	-25.22	-83.6	-9.81	-26.34	88.22	7.67	0.81	100	27.63	6.8
x11	17.7	1.62	-35.97	-38.99	1.18	16.94	7.93	-71.59	52.85	-34.2	48.74	-26.36	-6.05	25.64	46.61	-39.28	27.42	-11.98	-6.88	-2.33	-54.27	18.78	100	63.1	-91.7	-34.4	-25.43	-92.98	-7.37	-5.65	19.51	-29.2	-10.24	100	-26.5	27.99	55.65	28.33	44.55	-37.91	9.52	-8.87	15.98	-83.32	-0.37	59.08	-35.75	-65.06	72.81	-21.47	-45.87	-78.65	-17.71	-95.06	29.09	21.27	-8.47	-60.35	-7.48	-32.74	42.53	-19.55	53.33	-24.28	47.49	46.63	0.85	-46.35	-51.75	-43.81	-34.56	9.9	-86.52	-2.67	-14.16	56.98	30.73	57.43	-2.16	33.89	63.65	81.68	-26.68	0.37	6.65	-7.42	-19.46	91.07	53.22	30.35	1.98	-21.93	52.08	38.98	-66.24	12.58	-24.05	0.16	-22.84	81.16	6.02	100	43.72	19	-2.42	1.23	49.7	-37.02	10.88	19.32	-58.34	34.31	42.45	5.63	27.08	-36.68	21.83	24.55	-61.71	-14.75	65.01	1.7	-27.55	-11.51	57.59	-11.16	-13.72	30.53	20.67	-4.97	-5.86	47.02	31.12	64.24	27.12	-20.91	-8.67	-6.38	8.84	-47.04	-41.41	36.9	-30.56	-2.01	-76.51	-90.33	20.45	-45.99	13	86.46	-56.34	-29.74	35.09	-11.22	-87.57	55.64	-15.6	-25.86	-68.13	-22.56	23.59	-44.71	16.88	100	-40.42	53.74	-27.36	-31.28	34.47	70.91	-17.61	7.26	64.79	52.03	-37.79	76.59	14.19	-84.56	12	-22.62
x12	-24	-28.16	16.19	-18.41	42.19	-44.27	96.65	-2.75	47.03	-34.2	6.67	-46.63	-40.47	62.75	-28.7	-34.06	-3.25	19.6	-6.88	2.34	-80.82	30.14	-16.91	88.79	53.42	9.35	27.02	-77.63	-40.93	29.95	-35.94	78.65	14.85	54.88	28.16	27.99	-58.5	20.04	35.39	55.32	-30.54	-33.1	27.29	8.04	-0.37	76.74	28.18	-45.56	-60.43	-45.72	30.85	22.54	-31.54	-95.06	-34.46	-19.82	8.96	14.21	-58.29	-32.74	42.53	4.07	-8.78	39.74	29.87	-65.98	-21.89	-0.72	-22	-100	48.89	28.86	-55.64	-5.95	17.78	-23.27	51.36	-11.54	26.38	-18.01	-31.01	-0.05	-16.55	-5.84	6.65	2.86	-32.8	-0.47	-53.95	-17.55	-76.07	-65.87	86.54	-17.21	54.72	-25.89	-100	23.2	-28.55	21.33	-22.03	36.84	-17.94	-95.97	-2.42	-59.93	-21.46	13.87	-30.39	16.33	6.19	-54.36	-31.05	-37.39	40.05	42.94	-36.88	-34.13	-55.77	28.78	-57.24	43.64	-39.61	-73.71	-49.68	-37.3	-39.04	51.81	-10.62	-4.97	29.13	76.31	-50.69	81.87	34.53	5.25	-8.67	15.96	27.1	-89.8	21.44	0.72	-58.89	3.32	45.28	3.42	40.11	-34.76	-3.49	5.63	2.16	26.08	-21.98	-48.84	-94.84	-39.57	-50.61	-13.88	-9.45	69.72	-62.04	17.83	0.93	-23.11	-30.63	53.93	-12.2	30.15	-3.2	-62.82	-40.57	-24.11	29.64	-24.43	8.28	-1.55	38.3	69.55	14.41	-8.57
x13	47.96	27.61	11.67	76.32	-51.99	27.65	16.42	-40.07	15.09	-48.45	-72.86	77.08	32.88	-24.66	-54.23	46.03	-15.44	-24.93	-34.72	-92.34	34.11	49.69	61.38	88.05	65.5	29.09	-27.5	-10.3	-13.59	47.37	27.27	8.25	-58.26	53.32	17.38	34.78	33.23	31.21	56.16	1.3	28.39	15.95	-19.71	-23.33	14.32	25.59	-27.24	47.56	18.88	31.24	-26.35	56.64	-76.32	15.99	1.62	-11.58	42	10	-19.15	92.52	-8.79	-72.58	18.98	39.05	34.06	-20.3	22.08	7.34	16.44	40.35	-40.86	-6.68	-77.55	6.43	-22.13	22.61	-59.13	5.61	100	-46.69	-1.55	-32.63	-53.7	-65.35	9.52	5.56	-55.87	32.8	-16.84	6.19	34.15	78.33	55.95	11.03	-50.04	-32.27	48.91	-38.27	18.07	-16.72	-25.37	-43.99	-17.37	11.05	22.55	64.31	38.51	14.28	9.7	27.86	-58.58	-58	24.07	-22.51	62.3	60.3	-0.07	23.3	34.09	-51.08	61.44	40.84	-25.23	-7.24	-57.53	23.55	7.26	-1.8	6.05	-33.25	-13.5	-36.34	-15.04	-2	24.28	27.97	10.87	13.95	-62.51	-75.21	36.12	100	-57.31	-39.71	-7.99	11.46	-7.61	80.78	-0.75	-46.9	25.13	95.06	-40.84	-19.86	6.04	18.43	50.11	-37.18	2.8	42.46	-41.58	6.72	1.14	8.87	30.46	-39.4	53.5	-32.8	22.27	-6.45	20.44	-64.89	9.56	0.53	31.05	67.64	-20.85	-65.55	45.21	43.23
x14	-24.55	50.41	-13.71	34.03	0.17	9.87	-37.62	-14.85	14.69	-38.15	-25.51	-5.63	2.72	-10.76	-30.32	-24.83	-73.6	21.81	-18.71	24.84	4.47	36.31	36.38	-70.1	-4.74	86.75	-45.8	34.48	14.28	16.85	41.89	9.03	-25.8	-0.53	-8.59	98.6	85.88	84.71	-65.92	71.78	7.19	22.83	-20.33	-23.31	-40.05	59.79	-4.12	29.33	29.08	28.04	6.19	-11.04	26.64	4.14	66.27	72.92	-48.06	46.09	-1.16	65.9	4.03	23.84	70.11	-48.28	-41.13	-24.36	-34.34	-87.96	75.86	-43.42	63.71	-30.91	-31.36	5.9	-73.08	25.2	2.15	-11.23	-29.91	5	100	-40.1	-52.26	4.3	-56.55	22.15	45.9	-18.34	41.33	63.49	4.82	90.05	-18.85	2.49	-9.93	-0.28	6.05	14.85	23.48	31.37	-35.16	52.98	26.21	-44.99	-81.14	35.84	43.54	-7.52	98.32	-6.79	13.27	17.44	37.14	6.35	-69.6	-65.77	19.15	12.02	-51.25	42.75	-9.91	-57.81	-21.29	100	67.04	32.91	21.93	29.02	-99.29	-100	-4.77	-78.55	38.55	-38.48	-96.62	100	-18.69	32.85	-97	42.03	-16.3	5.83	30.28	-31.37	26.71	-32.34	-34.16	-39.85	-1.78	-14.81	-31.8	-41.19	59.16	-36.95	-10.77	26.16	-26.12	-1.94	-2.93	-22.52	46.87	5.29	-21.77	-7.7	50.54	11.51	-93.12	32.92	0.06	26.32	-7.24	-14.26	1.42	31.14	-90.72	1.69	17.08	56.94	100	-22.74
x15	-23.21	-69.51	-8.54	-39.52	60.87	0.69	-36.92	-9.3	31.98	-11.93	-69.73	20.08	19.67	3.27	-40.24	-17.44	23.49	-68.49	-29.07	-14.03	21.11	59.47	-57.86	-35.51	68.3	51.62	26.11	23.37	-50.93	-15.9	-66.86	25.25	-37.21	74.71	-56.03	23.25	-28.15	-18.54	100	-90.57	15.69	-37.04	5.25	-74.28	27.18	17.88	-73.14	-64.65	-12.83	3.45	4.38	-24.15	40.55	67.45	-51.56	49.7	29.61	68.48	46.49	0.26	-1.64	29.12	-15.09	-37.76	-36.23	-10.56	-39.16	-85.08	49.98	-13.39	31.33	43.07	66.57	-33.99	-59.66	39.76	-59.38	8.7	29.33	-4.86	4.11	-9.54	-33.76	29.19	-30.69	-0.15	-39.22	36.91	-5.23	-8.13	48.91	1.12	-100	-54.67	-7.04	-28.94	-63.25	100	1.31	28.81	-43.27	53.79	-27.92	-2.68	14.36	12.94	24.81	31.73	-46.43	-77.18	46.6	-40.38	30.83	3.31	-5.57	18.79	-55.46	-22.31	-45.8	-5.54	-11.95	-18.05	-4.45	-35.79	0.64	17.59	-69.25	-19.25	46.51	0	100	-9.91	29.52	30.46	-61.06	53.88	6.76	-23	30.31	20.32	-48.12	-19.18	0.83	-21.93	-41.89	35.59	20.31	-52.04	39.19	76.4	29.58	36.37	-27.46	46.28	70.09	65.75	-33.2	-19.84	-66.24	-100	-9.16	-88.91	-16.91	-17.11	-10.82	-1.49	-11.63	-19.47	-34.41	-44.87	-10.39	-2.15	-16.61	3.9	9.65	11.57	-44.94	17.89	52.13	-30.34
x16	-24	11.85	-1.65	30.19	58.92	41.48	-39.68	26.38	-55.8	-0.53	-27.04	-25.69	-36.79	-6.73	55.15	-11.5	-29.03	-49.46	14.82	24.84	23.32	-32.97	-43.5	20.08	-18.48	5.62	-16.83	-50.79	-35.66	10.28	27.42	18.9	51.5	-47.89	13.66	14.94	-36.86	6.25	-24.46	-32.6	-88.24	-27.29	-66.2	20.78	47.3	6.31	31.19	-15.91	-53.5	-14.34	44.52	-38.97	-37.43	-61.57	-62.02	-79.83	48.1	2.45	-25.63	-58.38	-2.88	49.3	45.72	62.12	-62.2	36.38	49.05	-85.08	38.52	-46.4	-38.41	21.23	-44.27	-48.44	-47.03	34.18	-58.46	-0.96	48.14	63.05	-34.98	11.25	19.06	60.4	19.04	43.94	-13.6	-29.91	-5.23	-62.12	35.1	-33.62	45.71	-16.45	50.56	-56.61	-90.29	-76.38	-13.45	75.91	-26.88	5.29	24.36	-7.44	7.79	16.85	30.41	-13.28	75.62	12.29	4.27	-30.62	35.41	3.31	-26.33	-64.06	-24.61	-42.46	-95.08	-19.57	-42.34	45.41	-23.89	-7.99	38.81	-4.95	13.39	-58.98	20.83	23.93	26.93	64.05	-18.28	18.05	20.58	-41.3	73.73	29	-27.53	-99.54	21.44	32.44	-0.13	-12.04	-16.72	-89.01	39.76	82.01	-25.39	79.7	-60.68	15.88	-89.58	69.59	12.21	8.18	-31.56	-14.86	15	16.36	52.45	26.14	-6.56	22.31	20.79	47.6	-36.39	92.24	11.05	-7.31	39.19	-16.95	-25.58	-39.85	-5.89	-4.38	42.15	54.2	65.06	-31.62
x17	20.52	5.26	-33.17	-5.27	59.52	-7.78	8.75	-52.15	57.3	-34.2	-100	64.35	13.03	-22.91	-83.9	42.13	-7.93	31.65	89.86	3.11	21.85	-14.47	65.2	6.81	34.1	-2.96	3.55	-50.01	-26.34	-67.42	22.25	-38.13	-47.62	74.71	-100	-62.32	-34.85	-2.69	-25.74	-25.05	15.69	84.15	12.59	23.45	20.35	-3.74	-34.62	12.65	57.18	-21.21	13.19	-19.99	19.88	-95.06	-24.04	4.66	-10.19	15.39	-2.01	-28.62	42.53	1.15	-29.95	-17.57	3.7	21.53	14.87	19.51	73.69	11.09	31.33	20.46	-2.08	-6.29	-91.42	-11.18	-49.59	3.42	26.45	-11.19	-22.63	-21.65	10.09	-22.53	8.25	-39.16	-1.04	-71.25	21.49	21.19	-33.88	51.43	-3.63	19.29	50.56	-25.41	42.97	55.82	15.3	48.49	-10.94	-25	-13.35	-12.59	44.89	16.8	20.34	-96.18	-22.7	-6.1	-35.37	49.39	42.57	-30.99	-77.7	-64.06	72.29	-2.67	-97.49	-26.13	6.79	-61.78	30.55	-6.57	34.23	-28.39	15.13	-76.22	-15.46	12.56	64.48	-37.32	55.48	-86.97	55.77	18.25	35.42	-4.44	34.83	-89.8	16.27	3.39	5.46	18.45	-33.79	-90.95	62.3	46.69	-100	-27.53	77.29	-79.51	-49.11	-46.65	33.66	-21.51	7.3	41.26	-40.45	-20.28	52.45	47.02	36.95	-25.04	81.9	47.43	50.74	39.18	-67.03	11.38	61.88	49.39	38.85	-22.7	43.91	-29.62	15.78	92.76	-19.13	-21.99
x18	16.19	-43.72	-11.26	-36.97	1.18	-10.99	41.19	-24.62	-52.01	-34.2	-59.53	-85.55	-27.83	-6.25	-83.9	42.69	-32.17	-68.49	-52.24	-0.78	100	-69.67	37.01	88.79	68.3	-22.9	-8.34	4.15	3.96	-50.41	-11.85	-44.44	12.64	-0.19	-50.5	27.99	-5.15	-23.2	-45.23	-20.04	26.7	84.15	-44.46	12.02	-0.37	-27.17	-83.6	68.58	-60.43	-67.19	28.59	-4.2	24.95	65.91	40.94	35.18	39.7	-47.04	-10.57	-32.74	-19.15	45.37	48.44	-55.08	42.36	18.1	-37.17	50.69	20.28	-48.87	-37	78.33	-37.77	59.42	91.58	33.54	71.32	11.86	30.58	25.83	28.14	-0.1	28.63	-57.31	6.65	4.07	-78.34	-42.64	21.02	1.97	-1.28	-10.91	-30.14	38.9	-4.2	53.58	41.11	39.27	-12.61	-9.51	92.18	-0.43	18.21	-26.3	-2.42	-12.78	11.53	-57.91	-24.52	-15.86	-94.35	48.98	28.21	48.47	-1.83	-29.58	-35.38	-23.81	-25.95	12.25	8.31	-42.54	42.82	-45.15	-30.15	70.2	-19.56	30.53	15.5	95.27	-31.01	-16.55	44.29	35.12	22.69	1.66	-8.67	-15.76	-25.32	-1.45	44.65	-31.89	16.4	-23.8	32.22	3.42	-37.37	23	-8.16	38.7	77.29	-29.15	-6.64	85.58	7.42	27.9	-90.31	25	6.13	5.83	-4.6	-100	-37.56	5.84	-31.61	-76.99	83.03	7.86	-38.87	-4.45	-29.39	49.05	-54.13	32.39	22.47	-40.77	8.7	7.15	21.72	23.38
x19	-4.43	29.31	-46.26	-46.8	-100	4.58	-100	-62.93	-5.9	-34.2	-1.79	-85.55	26.21	50.33	12.15	2.99	-0.51	-52.61	-48.14	23.27	29.49	-17.29	-34.38	88.79	2.67	34.94	82.8	39.61	-9.64	37.81	19.04	2.44	-24.29	-15.28	-13.24	27.99	-9.31	19.25	7.77	-56.07	25.97	-25.92	-31.32	14.41	-6.24	-26.93	-38.66	53.92	-100	12.72	-18.9	-14.59	-24.32	25.95	25.08	-79.57	-9.71	-47.04	36.25	66.62	47.14	52.37	46.63	-60.46	-2.91	24.39	-24.64	-55.57	-1.36	25.62	-31.31	-19.99	21.83	22.88	17.72	4.32	-12.94	95.74	74.93	-19.24	12.84	-60.74	-52.26	-56.76	-57.81	-13.62	61.7	-11.63	30.98	11.49	31.79	-6.23	3.73	71.58	76.87	0.09	36.49	75.28	16.73	-25.61	-22.03	-30.24	-50.07	18.05	-2.42	22.62	65.94	100	-53.9	-43.65	13.27	7.06	2.09	-1.03	52.54	-44.3	-47.36	-28.18	4.73	17.77	-43.06	-12.09	73.18	-92.54	-25.69	-51	-21.6	30.53	-25.23	-4.97	3.06	-22.89	22.46	16.08	81.89	51.16	22.62	-100	7.76	-29.13	35.92	5.93	11.47	-75.91	-29.69	-99.96	23.34	-28.9	-30.2	-48.73	-33.34	14.96	-39.92	28.13	-59.29	25.62	-33.4	55.12	-25.8	66.97	31.52	33.67	-30.74	5.84	-36.53	-76.99	-93.12	54.33	-45.83	37.59	57.43	24.77	-4.35	-24.62	-30.96	32.72	-18.55	16.69	6.32	-39.32
x20	65.63	-8.6	-23.28	9.04	1.18	-44.27	25.45	72.43	-94.97	67.72	-13.61	-28.01	7.41	8.76	28.77	-23.57	-73.6	-68.49	71.7	27.03	19.85	-63.11	9.21	-70.1	68.3	-46.95	-40.41	10.65	35.41	17.64	-2.51	51.23	-12.89	-57.53	-17.97	-53.68	-58.37	50.66	-3.68	26.81	-39.11	5.54	27.29	-5.81	-0.37	59.08	11.34	22.27	-27.81	57.34	-42.06	0.7	13.63	-26.86	70.66	-12.56	-8.9	-7.83	-92.67	-32.74	-2.63	-15.14	-56.41	100	-51.03	-14.24	57.08	-85.08	77.08	-96.65	27.87	8.38	-97.64	-87.65	-9.08	30.57	-59.38	-49.64	35.59	13.67	12.03	59.38	-52.26	50.28	6.65	4.17	62.22	-38.69	-5.23	12.97	35.69	41.84	98.34	-22.56	29.75	52.65	-32.9	100	-23.72	4.7	-22.03	-26.39	-32.56	-14.86	98.67	20.57	-55.22	-20.02	10.36	-100	-86.6	23.08	50.44	3.31	-3.09	18.87	2.73	2.85	26.98	42.75	36.29	-21.34	-10.26	-57.83	39.03	5.05	-52.91	30.53	25.36	-4.97	-17.37	-36.47	-8	-76.22	34.53	2.7	-8.67	6.81	-19.4	19.25	-32.74	4.28	-28.95	36.91	46.57	3.42	56.03	-21.76	4.25	-16.97	-50.61	27.12	-8.99	8.6	14.02	57.32	8.63	-54.45	12.49	-24.61	-57.13	41.33	-78.56	15.34	17.25	-53.84	-93.12	-11.3	31.1	59.78	6.91	-25.74	-84.75	-26.26	12.16	-20.43	-77.76	-31.94	-56.1	-28.9
x21	23.73	-5.14	75.06	18.46	24.22	-14.12	-12.1	-11.77	-59.22	55.84	18.85	20.6	34.5	-32.72	0.7	-22.1	-39	19.68	66.5	7.58	15.97	-63.11	0.46	29.34	-4.73	-7.16	-19.24	2.1	-19.07	8.8	-10.76	-64.07	-97.41	25.98	-3.89	37.16	-1.21	-13.87	-21.5	32.35	-0.04	24.32	-34.15	19.06	4.76	4.28	-83.6	-67.17	7.03	-8.48	0.01	-24.34	27.4	-47	-58.27	11.5	5.13	27.3	-9.21	34.4	87.41	14.86	-56.41	3.38	-31.16	-87.82	-20.56	47.49	-56.68	55.18	0.38	28.71	38.77	10.77	-43	33.54	81.33	20.39	-65.62	-21.88	-3.36	-0.1	11.99	34.99	13.14	-10.92	10.73	-11.36	3.85	-100	19.41	5.78	15.82	-25.62	-34.72	-14.77	-25.82	39.31	51.72	58.78	-79.59	85.81	56.31	16.34	38.36	-30.08	-55.22	8.29	-3.62	1.25	-6.7	-23.71	-44.52	-34.45	-11.48	-19.92	1.46	18.83	39.89	-39.99	-4.93	-25.38	17.59	25.26	-58.3	46.35	-30.51	76.36	2.42	4.29	-34.65	22.37	-6.49	-55.78	-24.02	-30.73	-39.54	-38.88	31.93	-71.24	-36.23	-7.69	-29.39	83	-30.88	-26.02	-4.33	-46.04	-14.46	46.74	3.49	-2.42	8.25	24.72	97.01	27.9	8.11	22.17	27.47	79.69	19.64	7.83	-29.44	-50.05	-36.11	42.3	-10.71	20.99	20.35	-36.79	-40.73	-28.43	69.38	38.98	-44.65	-41.16	31.17	15.26	69.38	29.02
x22	32.87	-18.06	32.05	-16.63	16.03	39.82	73.33	-12.26	-21.27	36.11	25.98	-16.86	-44.18	-51.12	-25.95	-17.31	-41.7	-22.86	10.85	76.6	-34.93	-12.83	38.75	-45.42	-12.72	52.35	-29.69	-69.52	-56.47	-40.87	42.03	-13.65	85.01	-20.2	22.12	-100	79.29	28.61	40.22	-64.98	-29.14	-18.44	-47.69	1.67	-33.1	-53.81	-20.15	84.81	-24.42	41.1	-98.37	-26.53	21.13	19.18	-4.43	-15.89	-48.06	75.97	42.72	46.67	50.38	-3.01	61.39	-87.79	-26.24	-30.96	62.46	-85.08	39.92	-27.79	17.86	-6.16	-77.55	48.6	-27.02	-77.83	29.45	13.51	-1.99	30.72	-17.62	29.04	11.51	-7.55	11.58	15.42	43.18	-21.25	-5.23	71.37	3.03	-40.31	-1.39	2.49	-57.78	79.62	-7.03	39.36	16.87	-4.58	-22.03	10.32	-47.84	-10.52	-17.41	35.84	-35.64	-36.62	33.57	-25.97	-25.1	26.03	6.71	3.31	51.49	3.43	-2.24	2.63	42.18	-46.03	25	-14.84	-68.68	-90.22	-40.98	36.21	-56.08	30.53	-85.16	16.89	-85.05	79.93	-9.23	3.61	-1.16	17.86	14.88	-30	-23.08	-27.19	-16.04	-15.63	12.04	11.45	-62.27	3.42	-65.97	46.31	59.18	25.35	55.08	-13.91	-52.63	-15.85	-37.45	16.6	58.75	-60.48	40.24	44.35	14.68	-40.43	-5.47	-23.57	20.62	-5.24	23.04	-39.82	-66.03	-7.56	-36.74	-11.29	53.81	14.83	-57.24	-9.11	27.09	-65.55	-4.16	16.92
x23	10.64	-50.48	-24.74	-33.83	-48.63	62.25	-31.88	-53.62	-0.46	14.27	30.91	29.94	6.09	40.91	-17.03	41.35	53.25	11.17	-6.88	39.45	6.54	-45.27	-27.41	100	7.15	25.29	-8.34	26.18	-7.05	12.45	18.88	-51.24	-3.41	-9.14	2.6	28.28	23.04	100	-55.3	-0.22	-16.07	62.6	15.2	-40.56	-27.32	56.67	-66.17	-6.27	-60.43	31.24	80.74	-1.99	20.19	-100	-20.9	82.7	-48.06	-16.73	-22.33	-29.01	51.82	-29.6	-21.12	-14.83	42.62	-50.61	13.11	-22.45	45.61	39.43	10.3	-5.41	77	6.48	91.58	31.81	-17.84	-24.38	35.31	-30.05	-18.1	26.69	-20.14	31.86	16.17	5.56	-32.8	29.25	-33.31	-0.2	-28.14	-44.72	24.08	2.49	-22.15	40.94	-31.09	6.9	2.19	9.14	-17.95	-47.29	-43.13	35.84	-36.75	35.84	12.9	4.81	-22.56	2.39	-22.42	-27.17	28.21	59.78	-30.54	-10.21	-13.92	12.55	-33.02	-86.29	95.5	-42.54	42.82	7.2	-6.61	42.53	-92.93	19.69	-99.29	-82.06	-18.59	-6.41	-58.95	43.71	45.61	-67.23	-17.07	58.1	-52.11	-89.8	-85.08	18.28	-33.17	-65.38	54.89	72.89	-49.99	33.26	-27.8	100	-62.29	-58.35	-43.2	5.4	2.84	-55.54	-28.29	-24.92	-43.67	-18.06	11.86	7.56	29.24	-25.9	7.7	99.29	17.84	-23.87	-11.96	-49.91	12.95	54.54	-21.34	-33.14	8.76	37.63	9.54	9.97	-16.56	-80.51
x24	-89.53	-18.06	-36.85	4.01	26.24	33.71	-52.11	-61.37	-26.16	-56.46	-6.35	41.64	60.5	0.16	35.77	-21.88	55.57	8.82	61.38	74.88	6.25	-49.6	7.22	-57.39	-44.44	-65.32	29.22	-75.64	25.12	-6.21	-100	2.49	-9.41	60.62	-4.42	40.38	11.26	18.05	40.22	-25.85	-7.56	55.95	44.08	-81.3	53.37	-100	14.67	-30.44	-4.51	33.83	-47.32	-89.43	-49.39	48.1	9.7	-2.75	-48.06	-41.76	-28.58	79.04	-6.42	-37.31	-77.95	49.13	19.17	-64.87	-100	-6.21	20.84	16.11	59.47	81.61	44.43	-10.53	10.04	61.83	-9.22	14.41	-32.13	5.77	10.42	94.64	-44.81	82.66	23.39	9.8	-32.87	-5.18	61.42	-52.16	-2.9	2.34	-15.33	2.49	-15.85	28.67	-40.03	-35.19	-17.04	2.27	-98.41	37.44	-47.84	-15.77	1.57	35.84	-40.48	-74.73	-9.28	21.71	-15.38	7.32	61.74	-16.21	-15.8	-19.57	5.48	-1.95	42.15	-52.16	-23.56	21	30.54	13.98	-59.93	35.07	-89.25	36.26	-99.29	22.04	-14.08	72	-7.21	36.56	8.72	48.02	2.39	-33.11	12.89	-28.6	19.14	-24.48	-70.77	-39.15	-86.49	87.29	-4.4	11.85	-60.93	-49.44	-23.23	-8.04	-15.55	-42.72	-12.02	-4.19	-2.04	17.45	90.12	-7.74	15.13	50.82	27.14	-56.5	-7.78	-6.25	-40.13	-33.71	-4.28	49.19	6.97	13.22	-16.93	14.83	1.84	-33.95	-31.9	37.42	-33.72	-7.32
x25	21.29	15.76	95.27	-6.07	1.18	-11.72	-13.93	25.94	-19.14	38.12	2.23	19.54	32.58	-22.14	27.36	15.96	-5.96	-17.98	31.22	-62.64	11.06	18.94	84.38	-21.6	-19.83	7.38	-98.92	-27.6	-17.31	36.38	3.14	2.56	-37.21	30.25	30.44	27.99	13.16	20.51	-5.74	-71.67	-42.43	-72.5	-41	8.04	-0.37	18.37	-27.42	-83.93	-13.31	-9.49	10.42	23.8	-2.95	-100	-39.37	-40.53	5.97	5.81	0.01	-32.74	-77.4	4.11	-61.52	45.3	-44.73	-13.16	-62.56	23.74	-0.38	-42.01	-44.42	-3.95	-6.6	-5.95	91.58	-19.39	-59.38	-11.54	-67.56	-35.42	19.43	58.5	-30.44	-9.84	6.65	-11.71	12.93	47.56	-5.23	56.61	-28.04	14.81	57.57	-12.67	76.82	52.78	-83.98	-81.36	-2.49	-5.4	-5.05	85.03	25.96	-19.65	-2.42	-18.98	65.17	5.4	-51.45	-46.42	17.03	8.04	28.21	3.31	62.3	-6.53	89.82	-19.83	43.33	5.47	23.86	-42.54	-84.9	-11.66	0.64	10.57	5.1	40.77	-49.66	-4.97	40.24	21.42	-93.1	-33.41	20.19	40.17	-8.67	14.45	21.8	52.5	10	-11.52	0.87	-99.74	60.85	55.52	-100	31.66	-73.38	-59.63	23.04	-50.91	13.94	-33.81	-2.74	-8.38	39.94	90.31	-23.8	15.95	-41.2	34.88	-16.91	81.47	-29.27	-28.49	47.97	-18.36	-42.69	-39.93	-58.39	-2.15	25.39	36.88	87.63	70.59	2.31	-65.55	-28.29	-16.4
