X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99
x89	-9.03	-13.59	-10.18	-5.89	-0.99	-4.06	8.58	-7.99	8.16	-1.86	15.18	-1.01	-2.02	3.86	9.09	5.89	15.33	13.83	-26.32	-1.39	7.31	-13.17	-6.07	-0.04	-9.4	-1.73	15.36	7.75	17.9	6.43	-2	2.49	45.08	20.8	3.05	-0.54	-1.51	-38.46	-47.17	-50.92	-68.84	-76.95	-85.26	-94.39	-98.21	-12.96	4.27	-5.51	3.46	1	-2.01	-11.28	8	-2.7	-7.46	-1.98	2.58	-17.58	7.84	1.11	-4.89	-0.3	-11.09	2.31	-7.43	-18.44	-2.25	6.03	24.31	-6.72	4.87	-17.99	-8.7	-14.25	-12.42	3.24	9.61	0.28	-2.08	-15.04	-0.72	-4.82	18.61	-16.51	6.09	-4.9	0.89	-8.37	22.29	3.09	-9.11	0.99	-5.45	-3.1	1.8	-12.75	-9.59	-10.54	10.5	18.58
x90	7.34	0.7	16.55	-7.42	-3.49	9.16	-4.97	5.84	8.79	9.49	16.8	-0.95	-18.63	2.43	2.01	-6.03	-4.49	30.44	-0.84	11.91	1.11	5.84	8.38	-7.25	1.06	-6.7	6.41	0.45	-3.52	10.97	0.1	-2.36	13.93	-13.39	-3.6	10.14	-2.56	6.02	-26.78	-14.05	-4	-4.56	1.24	-18.51	-6.63	2.9	6.31	-4.07	0.15	-1.53	-1.57	1.63	-3.26	-1.94	1.24	20.21	-6.36	-0	10.05	10.51	-3.48	22.22	3.63	-17.61	4.77	-2.06	16.7	6.53	7.24	1.06	-8.93	-0.46	-17.2	-4.22	6.64	-5.88	-4.8	7.28	16.39	-0.72	0.87	1.27	7.45	-8.36	-5.25	6.44	-11.16	10.4	2.84	12.22	-10.82	11.58	1.04	1.42	3.23	11.16	0.12	-1.53	1.69	-12.73
x91	3.92	5.31	7.58	4.36	-11.47	14.74	64.68	29.77	28.79	25.64	19.07	9.19	-0.37	-0.57	-48.54	-69.51	-89.3	-90.83	-94.11	0.03	-1.27	-5.62	-8.11	-13.26	-3.86	1.17	11.81	5.66	-1.52	-0.58	0.2	-8.26	8.88	11.03	-5.85	-6.69	-4.49	-6.57	-2.39	-22.96	-10.35	2.27	-22.35	-20	21.68	7.62	12.44	1.16	7.23	1.94	-3.25	-11.26	-9.94	-3.61	7.49	-6.04	2.11	4.41	-7	-1.78	-4.8	18.9	-18.82	0.37	16.52	-1.09	11.8	9.83	-1.95	9.85	-7.33	18.44	-6.26	10.25	2.69	3.68	-10.79	-1.49	1.18	8.73	18.86	0.52	3.62	3.28	6.72	-10.07	4.79	-0.46	-30.93	5.67	-10.43	-10.54	0.14	-8.28	-11.92	2.01	-7.7	-3.3	2.65	-2.02
x92	2.46	-1.72	8.58	1.18	4.61	-0.31	68.11	62.11	29	22.11	-14.52	-25.64	-35.94	-61.23	-63.84	-81.06	-93.18	-26.28	25.78	15.41	-2.37	11.45	2.07	-5.69	-0.48	-3.91	14.08	27.43	-5.75	7.18	-17.63	13.63	-1.75	-9.39	20.26	9.2	-0.06	8.35	-1.08	8.68	-3.9	-1.56	19.28	21.6	-21.88	-14.62	5.03	-10.04	8.51	10.69	0.76	-1.09	-4.49	97.66	89.59	73.8	67.04	50.54	44.56	43.3	18.64	-5.38	-51.37	-71.49	-77.95	-99.7	11.08	-5.35	2.08	-11.19	-2.88	14.26	-2.35	9.98	5.95	-0.74	-6.7	-8.36	3.12	-2.82	-5.1	9.34	24.55	-3.49	-7.31	11.11	10.36	-5.53	-15.41	8.05	12.75	19.73	8.54	-12.12	15.55	12.45	-8.49	-11.28	12.74	-13.05
x93	-2.86	4.28	3.61	-6.56	15.83	16.3	3.22	0.22	17.36	-0.67	-6.93	3.25	2.83	12.82	-11.41	11.6	-12.79	-4.58	13.39	2.89	13.63	6.6	-13.76	2.12	-2.5	-5.65	5.41	4.53	-5.04	11.9	11.31	22.71	18.32	8.35	19.06	-3.96	-14.29	12.78	-42.51	14.16	2.76	3.38	-9.37	12.38	-2.04	5.91	7.62	15.64	-2.35	8.25	12.35	12.39	3.53	86.86	29.48	23.03	14.29	-11.91	-21.51	-31.31	-38.28	-43.08	-51.32	-65.87	-89.92	-96.79	-0.03	-4.76	-4.53	-11.91	12.49	13.61	-21.29	8.33	11.32	3.2	1.69	-5.29	-11.97	-5.9	7.86	1.45	5.95	1.61	6.47	-4.86	-15.62	-1.01	-7.95	-3.84	10.13	-0.87	10.23	3.4	-15.2	-13.12	-2.03	-3.43	-9.78	-6.18
x94	-14.07	-2.77	-16.55	-7.88	-9.54	3.79	-2.73	-3.04	-5.22	-2.75	3.47	14.81	-4.99	0.15	-1.18	24.47	4.42	-0.1	-2.2	4.38	7.64	-2.14	1.13	-11	15.87	-19.67	-13.51	-10.75	12.88	-20.72	14.49	-3.17	-3.31	6.17	7.31	-10.08	14.96	14.14	3.22	-4.49	-14.58	6.25	-24.16	63.23	61.2	59.5	56.78	46.35	19.46	19.45	18.36	15.67	13.21	-1.19	-3.08	-12.19	-15.44	-18.58	-29.74	-38.21	-82.54	-7.14	10.85	-0.39	-4.41	-8.71	-4.65	-7.36	12.68	-11.61	2.89	-17.93	4.26	8.84	6.49	11.87	-4.68	2.59	13.63	-3.2	-18.18	6.14	2.99	7.01	2.62	6.08	12.42	-1.17	2.61	-2.95	14.47	-11.63	-8.41	-8.33	1.66	-8.66	-0	-1.77	6.12	5.41
x95	1.11	6.85	15.19	-9.22	11.56	-2.88	-6.5	-4.53	0.7	0.25	-1.44	-3.36	-13.05	-8.29	-9.35	6.85	-15.2	10.61	0.79	-4.95	2.79	-4.95	6.57	-14.74	5.18	2.3	-11.15	6.87	-14.58	7.15	3.11	3.2	98.06	85.24	83.77	81.35	76.71	39.26	-9.62	-20.89	-56.21	-62.35	-78.23	-81.21	-88.86	-3.32	2.66	-7.52	5.31	0.45	6.59	-18.59	5.05	-3.11	-5.69	1.17	14.09	-11.12	10.22	13.97	5.04	-8.67	15.47	-7.91	9	10.4	-7.76	8.72	-7.63	-21.22	14.21	11.35	-7.43	-18.26	-12.75	-10.85	-6.74	-8.02	-18.02	-3.58	1.82	6.59	1.87	-2.36	-10.61	10.43	-12.21	2.97	2.26	8.12	2.73	-9.02	-23.43	3.82	-4.85	-5.44	10.2	-8	-14.25	9.71
x96	5.77	3.05	-4.06	5.56	-4.75	11.28	-3.91	1.08	-20.1	20.38	-14.97	-14.81	-20.51	-10.39	-2.8	6.39	18.4	-9.34	-5.3	-19.87	7.65	10.22	10.37	5.45	5.82	-5.22	-6.41	-17.9	9.82	8.94	12.28	-6.73	11.92	20.11	-15.85	-5.02	-7.38	9.84	15.39	-3.9	9.09	-17.56	-16.78	2.91	-2.54	11.97	9.65	-7.61	7.67	-4.23	-2.42	30.88	-5	13.39	-8.23	-7.54	7.81	9.21	4.05	-3.93	14.67	-4.01	-4.59	-1.7	-7.89	-11.68	-9.11	-14.28	-0.59	-10.16	-26.4	-5.31	-7.8	13.67	1.05	17.96	-6.51	-18.24	0.22	-22.07	-8.56	10.47	-8.7	-5.17	6.03	-1.66	-14.31	-14.44	-7.51	-22.53	1	17.25	-1.74	2.1	7.03	-8.09	9.31	-10.62	-1.52	15.87
x97	4.8	1.49	-2.78	10.56	-12.21	-4.73	-0.71	4.67	1.32	16.27	8.76	-6.84	-4.2	0.42	5.15	-7.24	-11.87	-18.44	-1.47	-12.93	16.68	-2.89	-13.66	-5.52	2.55	-7.88	-2.12	-1.04	9.23	9.66	-5.13	-4.02	-10.84	-14.05	-4.82	-2.95	-3.62	-10.6	1.81	2.49	1.39	6.81	4.68	-14.35	-5.13	12.41	4.64	8.91	-6.36	-5.87	-6.69	-9.66	5.66	-12.86	-13.01	9.82	15.15	2.7	9.13	-8.68	-10.07	-0.98	-5.46	2.72	13.4	-2.14	4.04	-5.96	1.99	6.99	-8.32	-7.69	-0.74	-5.83	-3.92	0.35	21.01	2.24	3.83	24.32	-2.24	0.43	-2.62	1.05	10.4	5.51	4.41	3.71	4.54	24.63	13.29	-9.67	6.53	-2.59	5.17	11.18	1.92	-5.57	3.28	-11.23
x98	8.85	-23.92	-0.39	-0.65	10.03	2.81	-27.47	7.68	-3.51	1.17	-7.43	10.01	-5.48	5.85	-5.13	-12	0.13	12.68	17.45	8.33	-3.29	-22.9	-7.74	6.22	-1.18	-1.22	-14.15	-3.95	1.69	5.73	19.31	13.58	-13.87	18.98	7.42	-1.16	9.3	2.23	-11.14	15.78	6.99	-5.65	-14.77	-2.12	11.68	-10.33	13.66	16.67	12.18	-1.87	13.44	10.93	-1.98	15.79	11.22	20.99	-9.91	1.64	2.61	-0.88	4.18	0.53	17.26	13.45	-10.88	6.88	-5.93	-7.17	1.38	-5.51	11.32	10.17	-4.57	2.61	-5.31	-16.81	3.3	-6.84	0.26	3.37	-4.68	14.96	-7.62	-1.41	-1.19	-4.48	-7.02	1.82	-17.38	-6.84	3.58	-2.49	6.62	11.46	-6.08	1.17	10.9	7.69	3.52	2.54
x99	-10.33	16.07	-21.41	-10.56	-1.64	10.16	16.07	11.71	14.91	-8.37	-5.6	-14.44	11.2	3.98	1.98	22.58	7.48	0.45	1.82	-4.57	-12.3	-4.66	-15.41	15.74	0.25	1.96	20.23	-16.69	1.39	2.3	-9.8	12.4	94.88	94.66	65.52	51.81	8.31	-25.18	-26.65	-27.49	-55.22	-56.1	-56.41	-63.11	-68.88	21.55	-8.17	1.83	-8.23	-10.41	3.23	3.28	5.52	-5.06	-23.65	16	-2.99	-2.28	-1.03	10.42	-4.19	-1.19	-12.82	-4.66	-10.61	4.21	-3.53	1.29	11.07	2.48	3.47	3.7	-8.14	-9.17	4.6	2.54	-8.17	-3.52	-9.39	5.64	17.6	3.51	8.8	-15.48	-16.11	-13.01	17.29	-6.85	4.34	14.02	7.06	-4.14	-10.56	28	7.77	9.08	14.54	10.74	-5.09	7.28
