X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99
x89	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-3.3	52.56	-62.01	52.56	52.56	52.56	-15.46	52.56	52.56	52.56	52.56	52.56	-45.95	52.56	52.56	52.56	52.56	52.56	52.56	57.66	52.56	19.58	52.56	52.56	60.22	52.56	3.85	-28.33	52.56	52.44	55.46	52.56	52.56	52.56	-9.99	52.56	52.56	17.67	-9.58	52.56	52.56	52.56	52.56	42.33	9.94	-50.42	52.56	2.97	-21.64	-12.08	-12.83	29.15	78.91	-10.35	62.99	-2.86	-74.31	2.87	-19.98	52.56	52.56	52.56	-15.26	52.56	44.17	52.56	-26.87	52.56	38.34	52.56	-1.19	-72.83	1.48	-53.34	19.03	52.56	52.56	-16.33	52.56	12.81	5.19	67.5	-15.22	52.56	51.61	-25.7	3.61	-64.54	52.56	-38.43	0.85	18.58	52.56
x90	-5.99	-5.99	69.96	-5.99	-5.99	48.85	-5.99	21.73	-13.73	-20.98	-5.99	-5.99	-4.96	-5.72	-5.99	-5.99	-4.35	-5.99	-59.44	17.57	-5.99	-5.99	-5.99	18.58	10.11	-5.99	-18.37	-5.99	-17.45	-5.99	-5.99	-15.65	-5.99	44.37	21.9	-43.65	2.67	29.35	-5.99	-5.99	-11.67	15.91	-5.99	-5.99	29.36	40.79	-5.99	-5.99	-5.99	-19.53	-5.99	10.23	-5.99	53.52	-5.99	-5.99	-5.99	-5.99	9.12	-5.99	-5.99	-5.99	-5.99	-5.99	68.53	-5.99	-4.2	42.22	17.36	-5.99	-18.26	35.32	0.72	13.08	39.07	-5.99	11.1	-32.38	-5.99	-9.01	-35.01	-27.47	-40.22	-100	-5.99	60.61	-5.99	22.95	-12.59	-5.99	-2.49	-5.99	-5.99	-5.99	-5.99	-14.64	-5.99	-5.99	-5.99	-25.94
x91	-5.99	-5.99	-14.32	-5.99	-5.99	2.97	-5.99	10.19	0.12	54.46	-5.99	-5.99	45.32	-9.99	-5.99	-5.99	-43.78	-5.99	14.97	20.6	-5.99	-5.99	-5.99	16.73	12.4	-5.99	-33.72	-5.99	-14.84	-5.99	-5.99	-26.05	-5.99	-18.43	13.46	45.6	-34.41	-15.68	-5.99	-5.99	50.63	-29.94	-5.99	-5.99	61.9	40.47	-5.99	-5.99	-5.99	20.63	-5.99	-7.59	-5.99	-4.6	-5.99	-5.99	-5.99	-5.99	67.38	-5.99	-5.99	-5.99	-5.99	-5.99	-32.51	-5.99	30.82	-57.79	-0.32	-5.99	-30.59	-3.88	41.94	-7.91	-0.97	-5.99	24.47	-31.59	-5.99	-35.19	8.36	-21.31	-19.5	-46.11	-5.99	4.65	-5.99	-41.26	-5.31	-5.99	11.34	-5.99	-5.99	-5.99	-5.99	-13.65	-5.99	-5.99	-5.99	-5.15
x92	52.56	52.56	52.56	52.56	52.56	52.56	52.56	23.93	52.56	45.49	52.56	52.56	52.56	-11.62	52.56	52.56	52.56	52.56	52.56	-20.09	52.56	52.56	52.56	52.56	52.56	52.56	-29.11	52.56	42.94	52.56	52.56	-39.8	52.56	59.81	-29.04	52.56	-2.01	-30.17	52.56	52.56	52.56	-22.16	52.56	52.56	35.16	31.53	52.56	52.56	52.56	52.56	77.52	-44.29	11.38	52.56	-20.41	25.29	27.6	-28.95	81.53	-28.74	-0.54	57.33	5.33	-2.24	37.83	-88.14	52.56	52.56	52.56	15.39	52.56	-38.63	52.56	-14.16	52.56	17.52	52.56	-15.04	5.34	-61.66	2.59	-26.34	52.56	52.56	-14.67	52.56	-18.68	9.17	8.91	10.86	52.56	9.23	2.96	-23.12	-36	52.56	-23.37	-38.48	-44.02	52.56
x93	52.56	52.56	52.56	52.56	52.56	52.56	52.56	74.03	52.56	-32.79	52.56	52.56	52.56	13.75	52.56	52.56	52.56	52.56	52.56	-51.24	52.56	52.56	52.56	52.56	52.56	52.56	-18.71	52.56	47.76	52.56	52.56	1.97	52.56	-64.54	40.56	52.56	-10.54	-4.24	52.56	52.56	52.56	-26.95	52.56	52.56	-26.74	11.04	52.56	52.56	52.56	52.56	-0.03	-16.29	-10.83	52.56	56.12	-8.34	4.15	6.7	54.97	22.97	41.67	-32.3	-30.81	-1.95	-4.38	11.94	52.56	52.56	52.56	-19.21	52.56	42.39	52.56	-16.16	52.56	-30.81	52.56	31.36	-9.97	27.69	-25.88	14.37	52.56	52.56	-27.32	52.56	-17.57	-9.56	-16.9	-16.55	52.56	1.78	-34.61	2.16	3.74	52.56	-16.66	-31.31	-49.84	52.56
x94	-5.99	-5.99	-15.45	-5.99	-5.99	56.56	-5.99	32.43	-14.21	4.39	-5.99	-5.99	1.95	30.55	-5.99	-5.99	36.33	-5.99	7.21	-13.99	-5.99	-5.99	-5.99	-11.38	-21.98	-5.99	-25.85	-5.99	4.04	-5.99	-5.99	-28.86	-5.99	19.26	-12.43	17	12.7	26.27	-5.99	-5.99	80.44	8.27	-5.99	-5.99	7.9	24.07	-5.99	-5.99	-5.99	-5.91	-5.99	23.63	-5.99	-3.72	-5.99	-5.99	-5.99	-5.99	7.35	-5.99	-5.99	-5.99	-5.99	-5.99	26.67	-5.99	-30.59	32.07	3.08	-5.99	-39.62	53.14	10.02	-14.81	5.04	-5.99	69.49	1.57	-5.99	-16.02	11.99	3	-4.42	-34.94	-5.99	43.7	-5.99	24.15	-2.97	-5.99	-33.91	-5.99	-5.99	-5.99	-5.99	26.77	-5.99	-5.99	-5.99	7.32
x95	-5.99	-5.99	-35.37	-5.99	-5.99	-27.46	-5.99	-54.03	-21.9	-11.28	-5.99	-5.99	-17.63	12.45	-5.99	-5.99	24.23	-5.99	-49.78	49.14	-5.99	-5.99	-5.99	42.68	-57.07	-5.99	-13.39	-5.99	-46.88	-5.99	-5.99	21.66	-5.99	-43.03	15.01	-60.03	-35.89	30.28	-5.99	-5.99	-17.39	9.14	-5.99	-5.99	2.22	15.6	-5.99	-5.99	-5.99	-19.27	-5.99	63.68	-5.99	-39.2	-5.99	-5.99	-5.99	-5.99	-19.88	-5.99	-5.99	-5.99	-5.99	-5.99	11.45	-5.99	32.62	18.28	-4.03	-5.99	-0.18	27.99	-33.56	-56.91	15.2	-5.99	-20.52	32.7	-5.99	67.66	32.65	19.39	18.55	3.67	-5.99	68.1	-5.99	-27	-50.95	-5.99	10.47	-5.99	-5.99	-5.99	-5.99	-8.63	-5.99	-5.99	-5.99	13.02
x96	44.97	29.48	-7.93	-34.03	-1.75	-54.72	14.17	1.4	-40.58	-54.12	-42.46	-17.98	42.76	-23.22	54.98	41.72	0.7	-19.47	7.98	48.17	-71.39	-1.44	-27.28	26.44	18.29	-3.8	25.87	-6.65	23.75	-26.69	-8.82	-7.3	-30.52	-38.35	42.02	0.75	15.89	-26.11	1.16	0.64	16.22	12.77	56.04	-15.38	42.33	-28.23	14.1	-7.57	-64.63	29.75	60.22	43.62	-54.55	-29.1	-24.46	8.34	-44.88	36.08	29.06	-30	-8.97	28.15	24.39	-16.16	23.82	-3.01	0.04	31.47	15.44	8.01	-9.74	1.67	-7.09	-34.71	-4.5	5.12	-8.23	-4.43	8.46	-10	9.45	-8.66	18.35	-2.3	18.37	-28.12	1.62	14.52	-4.84	-51.13	1.44	-15.35	-15.65	-31.34	-14.13	24.38	13.19	-23.78	-0.37	36.91
x97	52.56	52.56	52.56	52.56	52.56	52.56	52.56	5.27	52.56	18.5	52.56	52.56	52.56	49.63	52.56	52.56	52.56	52.56	52.56	-65.46	52.56	52.56	52.56	52.56	52.56	52.56	-42.37	52.56	-16.11	52.56	52.56	24.32	52.56	46.58	-7.14	52.56	-38.64	13.22	52.56	52.56	52.56	-39.72	52.56	52.56	-8.6	-47.44	52.56	52.56	52.56	52.56	-0.33	-53.92	-5.11	52.56	6.58	-48.24	-21.95	-20.43	-36.5	38.4	-33.79	-8.18	-32.07	-16.78	-29.38	24.06	52.56	52.56	52.56	-17.85	52.56	33.38	52.56	-47.25	52.56	6.15	52.56	12.12	34.89	0.63	2.99	-7.63	52.56	52.56	-20.36	52.56	21.12	15.42	4.49	-17.38	52.56	57.15	-3.71	-35.65	22.68	52.56	-26.23	-5.92	11.16	52.56
x98	-5.99	-5.99	-14.67	-5.99	-5.99	30.95	-5.99	11.48	-20.77	-24.68	-5.99	-5.99	52.11	-33.52	-5.99	-5.99	26.73	-5.99	-74.94	18.19	-5.99	-5.99	-5.99	-15.26	19.91	-5.99	24.72	-5.99	-21.65	-5.99	-5.99	9.76	-5.99	-5.44	9.12	-13.87	2.11	-53.19	-5.99	-5.99	19.07	-2.5	-5.99	-5.99	-41.84	9.5	-5.99	-5.99	-5.99	-3.98	-5.99	33.23	-5.99	21.57	-5.99	-5.99	-5.99	-5.99	18.69	-5.99	-5.99	-5.99	-5.99	-5.99	-0.27	-5.99	11.26	-66.32	-31.46	-5.99	-3.35	-33.16	-17.74	7.74	-24.68	-5.99	-6.45	49.42	-5.99	23.22	-3.12	76.08	35.99	39.81	-5.99	5.64	-5.99	47.76	-36.78	-5.99	10.1	-5.99	-5.99	-5.99	-5.99	-72.56	-5.99	-5.99	-5.99	16.33
x99	52.56	52.56	52.56	52.56	52.56	52.56	52.56	33.17	52.56	0.09	52.56	52.56	52.56	14.8	52.56	52.56	52.56	52.56	52.56	-15.05	52.56	52.56	52.56	52.56	52.56	52.56	4.11	52.56	-60.59	52.56	52.56	6.55	52.56	-29.76	7.1	52.56	3.01	-13.52	52.56	52.56	52.56	13.48	52.56	52.56	-31.25	59.82	52.56	52.56	52.56	52.56	-17.03	-27.8	-15	52.56	34.07	25.69	-23.58	-20.33	47.62	34.44	10.2	1.37	-34.92	51.56	25.46	40.53	52.56	52.56	52.56	24.76	52.56	-11.98	52.56	3.55	52.56	48.16	52.56	12.77	-12.01	1.13	-49.46	75.48	52.56	52.56	7.36	52.56	52.74	-25.64	-22.49	7.08	52.56	31.34	-36.59	-1.75	-2.08	52.56	5.85	-23.2	26.83	52.56
